,cell_line,drug_id,y_true,y_pred,sigma_epi,sigma_ale,sigma_tot,mc_T,cycle,Known_Drug,strategy
71,LAMA-84,135565082,3.3153361526408127,2.2675939,0.7812674,1.2842611,1.5032316,50,1,True,aleatoric
72,LAMA-84,135691163,3.077247614996836,1.85629,0.41118705,0.40145648,0.5746669,50,1,False,aleatoric
73,LAMA-84,135905416,1.133563732460717,1.4241624,0.1247273,0.2991404,0.32410166,50,1,False,aleatoric
74,LAMA-84,16654980,0.1956342031182337,0.063320406,0.26823753,0.4474007,0.52165,50,1,False,aleatoric
75,LAMA-84,16720766,-1.4698622241706816,-0.62648576,0.36853546,0.8007514,0.881488,50,1,False,aleatoric
76,LAMA-84,16747683,0.7371236214863375,0.36146557,0.399343,0.6542057,0.76645935,50,1,False,aleatoric
77,LAMA-84,216239,1.1533263415033448,0.4265432,1.1058853,1.0158362,1.5016342,50,1,False,aleatoric
78,LAMA-84,24785538,0.2512106638100762,-0.35329303,0.96380347,1.1366966,1.4903007,50,1,False,aleatoric
79,LAMA-84,24821094,0.8479357742108223,1.8423461,0.41807103,0.5616487,0.7001662,50,1,False,aleatoric
80,LAMA-84,25099184,-0.2175645164960417,-0.7598187,0.37622297,0.7843785,0.86993873,50,1,False,aleatoric
81,LAMA-84,25262792,2.118906810113628,0.50873244,0.8971271,1.2226893,1.5165112,50,1,False,aleatoric
82,LAMA-84,2733526,2.6880880088946766,2.4790318,0.33518723,0.51826173,0.61720794,50,1,False,aleatoric
83,LAMA-84,2802462,2.522891072515713,2.360052,0.26373622,0.45477307,0.52571416,50,1,False,aleatoric
84,LAMA-84,4261,0.7089209892459873,0.06555755,0.5617097,0.93489015,1.0906591,50,1,False,aleatoric
85,LAMA-84,42642645,-2.214832234579198,-2.1416373,0.9401555,1.4913598,1.7629653,50,1,True,aleatoric
86,LAMA-84,44182295,-1.0036755941613635,-0.9045365,0.89940226,1.3701895,1.639007,50,1,False,aleatoric
87,LAMA-84,44462758,1.195191675759241,1.6718694,0.23109442,0.42220598,0.48131335,50,1,False,aleatoric
88,LAMA-84,44462760,0.2353999453164339,-0.23376587,1.3667601,1.88595,2.3291287,50,1,False,aleatoric
89,LAMA-84,446541,-1.0504620304452656,0.09059385,0.29655156,0.58255416,0.65369123,50,1,False,aleatoric
90,LAMA-84,45168044,2.0040145426730778,2.0739064,0.20950745,0.40186906,0.45320207,50,1,False,aleatoric
91,LAMA-84,46236925,-1.7351668789418206,-1.5266938,0.43394318,0.65664303,0.7870748,50,1,False,aleatoric
92,LAMA-84,46843057,2.1416553302162447,1.5430776,0.64539087,0.84493595,1.0632244,50,1,False,aleatoric
93,LAMA-84,46907787,-0.1368220099729263,-0.8680378,0.3904844,0.73476374,0.83207923,50,1,False,aleatoric
94,LAMA-84,46943432,0.1924858786749535,0.7679287,0.65992194,0.94598544,1.1534233,50,1,False,aleatoric
95,LAMA-84,49847690,-2.32212218947511,0.11449095,1.5427796,1.2914827,2.0119882,50,1,False,aleatoric
96,LAMA-84,51000408,1.4263466989599571,1.6878101,0.55768514,0.69497734,0.89107025,50,1,False,aleatoric
97,LAMA-84,5278396,2.402963318747598,2.4310403,0.17547223,0.36820385,0.40787813,50,1,False,aleatoric
98,LAMA-84,5311,0.1684005888634981,0.029191287,0.18378124,0.40563267,0.4453239,50,1,False,aleatoric
99,LAMA-84,53469448,1.4516950650510876,1.6080267,0.76680344,0.93309504,1.2077475,50,1,False,aleatoric
100,LAMA-84,54761306,0.2709065634860532,0.40860122,0.32831308,0.5519696,0.6422304,50,1,False,aleatoric
101,LAMA-84,58423153,2.419847803745318,2.2290869,0.39606673,0.57810277,0.700765,50,1,False,aleatoric
102,LAMA-84,68107965,3.6557780745382273,2.1664782,0.41902444,0.622081,0.75004417,50,1,False,aleatoric
103,LAMA-84,70676303,-0.1131146610256019,-0.46701568,0.7635333,1.3760533,1.5736917,50,1,False,aleatoric
104,LAMA-84,72200024,1.169825509117935,1.874283,0.23037946,0.47031894,0.52371234,50,1,False,aleatoric
105,LAMA-84,76285486,3.8575229289916746,2.8433526,0.3614543,0.5690957,0.6741803,50,1,False,aleatoric
106,LAMA-84,78357767,2.1652112400081607,1.7637985,0.26360396,0.53392565,0.5954524,50,1,False,aleatoric
107,LAMA-84,91668541,1.378232908868798,1.8317397,0.22242391,0.3464888,0.41173643,50,1,False,aleatoric
108,LAMA-84,9825149,1.9408306997202407,1.4997433,0.23480855,0.43749213,0.49652234,50,1,False,aleatoric
109,LAMA-84,9926054,2.28562177565494,1.6855475,0.24436952,0.36740875,0.44125465,50,1,False,aleatoric
110,LAMA-84,9933475,0.9101824000766736,1.2681744,0.82467294,0.77737474,1.1333123,50,1,False,aleatoric
111,LAMA-84,9936746,-1.1779061057115354,-0.498585,0.46175575,0.8028003,0.9261246,50,1,False,aleatoric
112,LAMA-84,9938202,3.2907955920213188,2.4851093,0.5103862,0.68118805,0.8511823,50,1,False,aleatoric
113,LAMA-84,BDP-00009066,1.347104929283674,1.321116,0.17563723,0.34778157,0.38961577,50,1,False,aleatoric
114,LAMA-84,CDK9_5576,-1.07013021228932,-1.5090085,0.20846322,0.444709,0.4911446,50,1,False,aleatoric
115,LAMA-84,CT7033-2,0.3136308216960571,0.06781132,0.24403302,0.43459907,0.498426,50,1,False,aleatoric
116,LAMA-84,ERK_2440,0.2765669724275904,-0.48516473,0.811005,1.3617734,1.5849781,50,1,False,aleatoric
117,LAMA-84,ERK_6604,1.279821739675744,0.49019986,0.9642082,0.99922526,1.3885778,50,1,False,aleatoric
118,LAMA-84,GSK2276186C,0.14148264602225,1.3592323,0.80595356,0.95526296,1.2498354,50,1,False,aleatoric
119,LAMA-84,HKMTI-1-005,1.49446375102332,1.6508714,0.19399822,0.33553472,0.38758078,50,1,False,aleatoric
120,LAMA-84,IGF1R_3801,-1.3366087937813094,-1.5325136,0.64200455,1.285726,1.4371016,50,1,False,aleatoric
121,LAMA-84,JAK_8517,0.9689063085396112,-0.0151512325,0.57940197,0.731929,0.9335024,50,1,False,aleatoric
122,LAMA-84,LMB_AB1,2.413073886752466,2.4445586,0.20151053,0.3050392,0.36558914,50,1,False,aleatoric
123,LAMA-84,N25720-51-A1,1.386040172101066,1.5468979,0.48523143,0.47507125,0.6790745,50,1,False,aleatoric
124,LAMA-84,16681698,1.1613839975735707,-0.35797253,0.34992605,0.6681963,0.7542775,50,1,False,aleatoric
125,LAMA-84,24180719,2.0172217847229184,2.2283118,0.43634182,0.64374405,0.7776893,50,1,False,aleatoric
126,LAMA-84,51042438,3.1225213317883918,2.186967,0.29412994,0.6894223,0.74954355,50,1,False,aleatoric
127,LAMA-84,56962336,2.541982468687469,2.0671718,0.4595536,0.6931429,0.8316469,50,1,False,aleatoric
128,LAMA-84,6450551,-1.7391386132268398,-1.588896,0.9403203,1.8104342,2.0400672,50,1,False,aleatoric
129,LAMA-84,71271629,2.4522887619541707,2.0891712,0.20707098,0.38672924,0.43867746,50,1,False,aleatoric
130,LAMA-84,71297207,0.3426171016768422,-1.5866998,1.5259656,2.4907804,2.9210541,50,1,True,aleatoric
131,LAMA-84,10127622,0.9349681214061352,1.090467,1.0386442,1.3527527,1.7054974,50,1,False,aleatoric
132,LAMA-84,24856436,-0.9255874473630888,-1.1262519,0.3253708,0.5080416,0.6033013,50,1,False,aleatoric
133,LAMA-84,442205,1.2359169364505285,1.8650618,0.24907875,0.4314368,0.4981746,50,1,False,aleatoric
134,LAMA-84,44632017,0.1522846332159215,0.27187443,0.39643794,0.7230499,0.8245994,50,1,False,aleatoric
135,LAMA-84,657237,-2.471041843211314,1.6738492,0.6165553,0.98003894,1.15785,50,1,False,aleatoric
136,LAMA-84,73555129,2.4995203782826234,2.6756806,0.2546855,0.56649214,0.6211103,50,1,False,aleatoric
137,LAMA-84,9444,1.334873120172524,1.1871121,0.34899268,0.9554822,1.0172228,50,1,False,aleatoric
138,LAMA-84,2332,1.003731088817174,2.076499,0.7805953,0.9005656,1.1917833,50,1,False,aleatoric
139,LAMA-84,52918385,2.5123268383479167,2.5868957,0.35656703,0.49495038,0.61001307,50,1,False,aleatoric
140,LAMA-84,GDSC_776928,2.433758130613485,2.4059014,0.14363307,0.2550458,0.29270944,50,1,False,aleatoric
141,LAMA-84,PAK_5339,0.6582614051414938,1.1439853,0.3379781,0.5560457,0.65070426,50,1,False,aleatoric
142,LAMA-84,ULK1_4989,1.833600812106431,1.2068973,0.38525313,0.6811226,0.7825267,50,1,False,aleatoric
143,LAMA-84,VSP34_8731,1.803714877137664,1.4314282,0.31509665,0.42536366,0.52935827,50,1,False,aleatoric
144,LAMA-84,Bleomycin (50 uM),3.435463296645328,1.851237,0.7081792,1.6740087,1.8176422,50,1,False,aleatoric
145,LAMA-84,1206243,4.52454981673229,3.7728338,0.42038044,0.54576063,0.6888936,50,1,False,aleatoric
146,LAMA-84,3899,3.6435896310176537,3.5102887,0.49597263,0.6243924,0.797405,50,1,False,aleatoric
147,LAMA-84,5352062,-6.228207690368444,-5.9478235,0.47667614,0.5868788,0.7560733,50,2,False,aleatoric
148,LAMA-84,387447,-5.833630576600336,-5.547223,0.32435575,0.5291587,0.6206574,50,2,False,aleatoric
149,LAMA-84,13342,-5.425097796143182,-5.9313245,0.502193,0.6800024,0.8453408,50,2,False,aleatoric
150,LAMA-84,5311497,-4.5803769400678025,-4.72716,0.6289375,0.73599297,0.9681157,50,2,False,aleatoric
151,LAMA-84,6914657,-6.542224375708257,-5.890279,0.89089054,0.7980878,1.1960895,50,2,False,aleatoric
152,LAMA-84,Eg5_9814,-5.239130196898018,-5.029298,0.36636615,0.6817216,0.7739306,50,2,False,aleatoric
153,LAMA-84,11977753,-3.04489801700234,-2.492236,0.66959894,0.83818984,1.0728117,50,2,False,aleatoric
154,LAMA-84,457193,-5.308985817562903,-5.2593603,0.4238906,0.5896644,0.7262144,50,2,False,aleatoric
155,LAMA-84,135539077,-4.009031168580052,-3.9044394,0.37053695,0.50381804,0.62540406,50,2,False,aleatoric
156,LAMA-84,11364421,-4.531112662561316,-3.8660922,0.44855732,0.611312,0.75822556,50,2,False,aleatoric
157,LAMA-84,126941,-3.9111989110540426,-2.970664,0.6583762,0.71410793,0.9712927,50,2,False,aleatoric
158,LAMA-84,234820,-2.62692377562638,-2.1932714,0.21958522,0.43241647,0.48497596,50,2,False,aleatoric
159,LAMA-84,353472,0.2154545783349732,0.22165433,0.36916214,0.5351609,0.6501368,50,2,False,aleatoric
160,LAMA-84,41867,-1.2618383177484322,-2.6008224,0.46779215,0.6869699,0.831118,50,2,False,aleatoric
161,LAMA-84,46926350,-3.695487031465998,-4.058855,0.25502294,0.43339434,0.5028592,50,2,False,aleatoric
162,LAMA-84,643462,-0.1792295423464533,-1.7068965,0.64220166,0.7639805,0.9980427,50,2,False,aleatoric
163,LAMA-84,GDSC_741909,-2.2967839799386343,-0.74357575,0.46012098,0.8592014,0.97464776,50,2,False,aleatoric
164,LAMA-84,GDSC_743380,-2.762235696347261,-0.96713585,0.54016596,0.732455,0.9100932,50,2,False,aleatoric
165,LAMA-84,6505803,-1.5100808734099824,-1.3841707,0.41729796,0.60936904,0.7385582,50,2,False,aleatoric
166,LAMA-84,11707110,-4.097460896096979,-2.954602,1.2345052,1.4387952,1.8958203,50,2,False,aleatoric
167,LAMA-84,126565,-1.6452024601490762,-1.8258538,0.5383344,0.6380261,0.83479416,50,2,False,aleatoric
168,LAMA-84,176870,1.510479930303525,1.4766095,0.45406154,0.9331155,1.0377265,50,2,False,aleatoric
169,LAMA-84,5328940,-4.789817721645152,-3.189209,1.5445975,2.6017027,3.0256634,50,2,True,aleatoric
170,LAMA-84,6253,-2.9375016594608967,-1.6449324,0.8813746,1.0855635,1.3983095,50,2,False,aleatoric
171,LAMA-84,644241,-5.806451838947318,-5.1601806,1.9550638,2.7129579,3.3440118,50,2,True,aleatoric
172,LAMA-84,72943187,-0.454029665587875,0.19186924,0.4096892,0.7157198,0.8246818,50,2,False,aleatoric
173,LAMA-84,25262965,-2.304806707609984,-1.8167992,0.29464102,0.5874313,0.6571825,50,2,False,aleatoric
174,LAMA-84,148124,-5.175661385300544,-5.306128,0.5619594,0.6877063,0.8881094,50,2,False,aleatoric
175,LAMA-84,397888,-3.591847142034974,-2.3523073,0.52858514,0.7232214,0.8957966,50,2,False,aleatoric
176,LAMA-84,4212,-1.492792534762836,-2.1305578,0.7771786,0.98757863,1.2567092,50,2,False,aleatoric
177,LAMA-84,452548,-1.7983772345997853,-1.7750695,0.42107913,0.6918878,0.8099484,50,2,False,aleatoric
178,LAMA-84,60700,-0.7878739418722182,-2.0525382,0.55248654,0.7708587,0.94840103,50,2,False,aleatoric
179,LAMA-84,87371,1.3862482649956838,1.3280454,0.39927554,0.6962488,0.80261034,50,2,False,aleatoric
180,LAMA-84,CDK9_5038,-4.63614975040009,-3.516958,0.4257972,0.57441026,0.71501774,50,2,False,aleatoric
181,LAMA-84,GDSC_123829,-0.22423844860833,0.1336638,0.34082925,0.6628989,0.74538547,50,2,False,aleatoric
182,LAMA-84,GDSC_150412,0.2525663027738728,1.5932797,0.38935962,0.65544957,0.7623746,50,2,False,aleatoric
183,LAMA-84,GDSC_1818,-3.817489678378106,-4.195397,0.5091222,0.67895836,0.84863997,50,2,False,aleatoric
184,LAMA-84,GDSC_50869,0.0152278469941473,0.5667463,0.4705225,0.6478824,0.8007141,50,2,False,aleatoric
185,LAMA-84,GDSC_630600,-0.1184458345734404,0.11634819,0.43726546,0.55945903,0.7100673,50,2,False,aleatoric
186,LAMA-84,GDSC_667880,-0.4734586137714597,0.24991623,0.46319872,0.7206447,0.856669,50,2,False,aleatoric
187,LAMA-84,11455910,1.1958487308690435,-0.20615426,0.2881577,0.706307,0.7628266,50,2,False,aleatoric
188,LAMA-84,16224745,0.3433131009382947,0.4295253,0.61717427,0.8176259,1.0244101,50,2,False,aleatoric
189,LAMA-84,59472121,0.5421296145088074,1.0382906,0.5983921,0.8889621,1.0716001,50,2,False,aleatoric
190,LAMA-84,72201027,2.608093892700893,1.7015524,0.3722734,0.48334306,0.6100885,50,2,False,aleatoric
191,LAMA-84,PBD-288,-2.0019831408877784,-1.6211511,0.22684994,0.4704556,0.52229244,50,2,False,aleatoric
192,LAMA-84,24866313,-0.5924490708049515,-0.1288013,0.98198056,1.2034914,1.5532796,50,2,True,aleatoric
193,LAMA-84,5702198,1.7139546076920915,2.0497727,0.69715065,0.87771875,1.1208966,50,2,False,aleatoric
194,LAMA-84,51001932,4.552396155373825,3.6619763,0.50139695,0.9256512,1.0527246,50,2,True,aleatoric
195,LAMA-84,60838,0.4717365103921085,0.5117342,0.33115584,0.54973423,0.64177245,50,2,False,aleatoric
196,LAMA-84,46926973,2.999287465551059,2.8259525,0.32946566,0.5503346,0.64141697,50,2,False,aleatoric
197,LAMA-84,24771867,-1.3287011102529749,-1.5745572,1.176508,1.2443587,1.7124834,50,2,False,aleatoric
198,LAMA-84,11719003,0.0717532596196018,0.03871537,0.69878846,0.86142987,1.109219,50,2,False,aleatoric
199,LAMA-84,1401,2.8100812626647245,2.3934946,0.47942555,0.5787874,0.75156087,50,2,False,aleatoric
200,LAMA-84,24978538,-0.0766551249648308,-0.061423473,1.02846,1.0505283,1.4701495,50,2,False,aleatoric
201,LAMA-84,10184653,0.9857368419022278,0.9022198,0.27468857,0.4012103,0.486234,50,2,False,aleatoric
202,LAMA-84,60750,-3.981784695952829,-4.184407,0.50231874,0.7392622,0.89377445,50,2,False,aleatoric
203,LAMA-84,71268957,2.3444649333583163,2.318653,0.41311187,0.4701111,0.62583214,50,2,False,aleatoric
204,LAMA-84,11626560,-0.6162589902816256,-1.2343707,0.73131067,1.7402006,1.8876212,50,2,False,aleatoric
205,LAMA-84,10384072,0.8227279827278156,0.26192722,0.3603544,0.5245351,0.63639015,50,2,False,aleatoric
206,LAMA-84,10385095,-0.0580595292134089,-0.73663634,0.31255925,0.5124272,0.600229,50,2,False,aleatoric
207,LAMA-84,11152667,-2.068099597903037,-1.8674788,0.54695266,0.685352,0.8768493,50,2,False,aleatoric
208,LAMA-84,11178236,-4.021496524410097,-3.939912,0.53487015,0.7413997,0.9141989,50,2,False,aleatoric
209,LAMA-84,11228183,0.7984406976726454,0.57935596,0.95857644,0.95885235,1.3558269,50,2,False,aleatoric
210,LAMA-84,11327430,2.3304836073102444,1.7608132,0.26074553,0.3780636,0.4592606,50,2,False,aleatoric
211,LAMA-84,11609586,1.719734617201554,1.878059,0.46731427,0.62204134,0.7780219,50,2,False,aleatoric
212,LAMA-84,11624601,2.5175085601613154,2.4954598,0.3409338,0.5388521,0.63764995,50,2,False,aleatoric
213,LAMA-84,11634725,-0.11729570441438,0.14242978,0.9209404,0.941293,1.3168765,50,2,False,aleatoric
214,LAMA-84,118693659,-2.021810892722028,-1.6108612,0.79841757,0.93759984,1.2314886,50,2,False,aleatoric
215,LAMA-84,122540908,-0.7176482218948594,-0.2209517,0.22841448,0.5239991,0.571619,50,2,False,aleatoric
216,LAMA-84,135400873,2.117214930501223,2.366152,0.44821802,0.5711973,0.72606176,50,2,False,aleatoric
217,LAMA-84,135440466,1.5417634748806424,0.94031745,0.39313734,0.7911801,0.883472,50,2,False,aleatoric
218,LAMA-84,135565082,3.3153361526408127,2.9721255,0.6738503,0.9501868,1.164873,50,2,True,aleatoric
219,LAMA-84,135691163,3.077247614996836,2.232266,0.31994924,0.51760566,0.60850894,50,2,False,aleatoric
220,LAMA-84,135905416,1.133563732460717,1.5228485,0.1564683,0.30286515,0.34089532,50,2,False,aleatoric
221,LAMA-84,16654980,0.1956342031182337,0.156658,0.23512375,0.4316107,0.4914987,50,2,False,aleatoric
222,LAMA-84,16720766,-1.4698622241706816,-1.0948964,0.34568346,0.7281696,0.8060571,50,2,False,aleatoric
223,LAMA-84,16747683,0.7371236214863375,0.4345184,0.40377438,0.74401176,0.8465148,50,2,False,aleatoric
224,LAMA-84,216239,1.1533263415033448,-0.111936375,1.3058357,1.3103048,1.8498933,50,2,False,aleatoric
225,LAMA-84,24785538,0.2512106638100762,-0.36809266,0.7372388,1.0827855,1.309941,50,2,False,aleatoric
226,LAMA-84,24821094,0.8479357742108223,2.0571752,0.40481225,0.5252685,0.6631591,50,2,False,aleatoric
227,LAMA-84,25099184,-0.2175645164960417,-0.79429865,0.3802231,0.66687155,0.7676505,50,2,False,aleatoric
228,LAMA-84,25262792,2.118906810113628,0.90441775,0.98108876,1.2391713,1.5805318,50,2,False,aleatoric
229,LAMA-84,2733526,2.6880880088946766,2.4302816,0.3377908,0.49714926,0.60104907,50,2,False,aleatoric
230,LAMA-84,2802462,2.522891072515713,2.7936664,0.32715267,0.53560597,0.62761664,50,2,False,aleatoric
231,LAMA-84,4261,0.7089209892459873,-0.0966571,0.532504,0.92531013,1.0675951,50,2,False,aleatoric
232,LAMA-84,42642645,-2.214832234579198,-2.618806,1.1358523,1.657284,2.0091667,50,2,True,aleatoric
233,LAMA-84,44182295,-1.0036755941613635,-0.5323203,0.91025233,1.0823833,1.4142535,50,2,False,aleatoric
234,LAMA-84,44462758,1.195191675759241,1.7679652,0.34291774,0.4714448,0.5829689,50,2,False,aleatoric
235,LAMA-84,44462760,0.2353999453164339,1.4464133,1.0697417,1.2287533,1.629166,50,2,True,aleatoric
236,LAMA-84,446541,-1.0504620304452656,-0.059208613,0.8056082,0.728276,1.0859975,50,2,False,aleatoric
